State,Year,Coal,Natural gas,Petroleum,Nuclear,Total renewable energy,TotalEnergy,PercentRenewable,PercentNonRenewable
CO,1972,119005,301651,311194,0,14274,746124,1.9130868327516606,98.08691316724834
CT,1972,4249,65032,605010,83932,18963,777186,2.4399564582995574,97.56004354170044
DC,1972,12557,28976,116424,0,109,158066,0.06895853630761833,99.93104146369238
DE,1972,23493,24569,174116,0,8190,230368,3.555181275177108,96.4448187248229
FL,1972,123613,311235,1328377,713,52730,1816668,2.9025666770152827,97.09743332298471
GA,1972,261592,341408,653498,0,91157,1347655,6.764119897154687,93.23588010284531
HI,1972,0,0,216566,0,859,217425,0.3950787627917673,99.60492123720823
IA,1972,144863,347617,374107,0,10315,876902,1.176300202303108,98.82369979769689
ID,1972,10531,60084,114019,0,38130,222764,17.1167693164066,82.8832306835934
IL,1972,852205,1237471,1642384,141019,40444,3913523,1.0334422462829527,98.96655775371704
IN,1972,1050876,580410,823822,0,28142,2483250,1.1332729286217658,98.86672707137824
KS,1972,12416,626853,333077,0,5670,978016,0.5797451166443085,99.4202548833557
KY,1972,583808,259546,387962,0,40301,1271617,3.1692718798191595,96.83072812018084
LA,1972,0,1996015,1040684,0,44819,3081518,1.45444550380689,98.5455544961931
MA,1972,7677,162204,1307345,16179,53316,1546721,3.4470340804838107,96.55296591951618
MD,1972,226421,180283,650889,0,40217,1097810,3.6633843743452874,96.33661562565472
ME,1972,1402,1554,304132,586,41382,349056,11.855404290429043,88.14459570957095
MI,1972,843677,877742,1074861,22935,43712,2862927,1.5268290110086635,98.47317098899134
MN,1972,161572,352111,583054,38405,28439,1163581,2.444092847855027,97.55590715214497
MO,1972,334355,428192,612120,0,25090,1399757,1.7924539759401097,98.2075460240599
MS,1972,13952,387436,330721,0,32432,764541,4.242022337585558,95.75797766241445
MT,1972,13182,87020,146327,0,38549,285078,13.52226408211086,86.47773591788913
NC,1972,492784,167831,708734,0,90905,1460254,6.225286833660445,93.77471316633955
ND,1972,72820,37604,120172,0,10945,241541,4.531321804579761,95.46867819542024
NE,1972,33509,226358,211472,0,7264,478603,1.5177506200337232,98.48224937996628
NH,1972,30649,8015,153180,0,17285,209129,8.26523342052035,91.73476657947965
NJ,1972,31985,329642,1551304,47008,31067,1991006,1.560366970265283,98.43963302973472
NM,1972,123807,311897,173727,0,4605,614036,0.7499560286367575,99.25004397136324
NV,1972,84363,75223,103141,0,6385,269112,2.3726180920954842,97.62738190790452
NY,1972,355384,707277,2847192,69775,154346,4133974,3.733598711554548,96.26640128844545
OH,1972,1561035,1174203,1151713,0,44878,3931829,1.1414026398401356,98.85859736015986
OK,1972,165,649909,395038,0,16641,1061753,1.5673136784167316,98.43268632158326
OR,1972,2240,115326,340285,0,181788,639639,28.42040588519462,71.57959411480539
PA,1972,1662309,856316,1650519,3112,59430,4231686,1.4044047691629293,98.59559523083708
RI,1972,157,22966,173492,0,4893,201508,2.4281914365682753,97.57180856343173
SC,1972,174934,148156,332011,52110,53756,760967,7.064169668329901,92.9358303316701
SD,1972,5309,34214,111604,0,26557,177684,14.946196618716373,85.05380338128363
TN,1972,444326,283375,444471,0,95548,1267720,7.536995551068059,92.46300444893194
TX,1972,50140,4531777,2995419,0,61777,7639113,0.8086933653161041,99.1913066346839
UT,1972,77580,116399,186443,0,6715,387137,1.7345280869562971,98.2654719130437
VA,1972,198893,159705,860821,4836,60681,1284936,4.722492015166514,95.27750798483349
VT,1972,1355,3817,77415,1828,9394,93809,10.013964544979693,89.98603545502031
WA,1972,36581,179823,555922,31500,325886,1129712,28.84682113671449,71.1531788632855
WI,1972,333641,326921,532257,35547,48836,1277202,3.8236708054011816,96.17632919459882
WV,1972,716520,204916,170824,0,16087,1108347,1.4514407491516645,98.54855925084834
WY,1972,80086,128728,111447,0,5324,325585,1.6352104673126833,98.36478953268731
US,1972,12109530,22682497,32919160,583752,2449491,70744430,3.4624506833965585,96.53754931660345
AK,1973,13286,63703,112132,0,5847,194968,2.9989536744491403,97.00104632555086
AL,1973,688650,279958,450532,3425,99356,1521921,6.528328342929758,93.47167165707025
AR,1973,2262,327475,352744,0,52058,734539,7.087166236237967,92.91283376376204
AZ,1973,9927,226325,325852,0,29132,591236,4.9273048325880024,95.072695167412
CA,1973,66956,2154045,3048428,28689,269058,5567176,4.8329350464221,95.1670649535779
CO,1973,140487,311694,327648,0,14682,794511,1.8479291035618135,98.15207089643819
CT,1973,2625,63548,627116,46911,18751,758951,2.470646985114981,97.52935301488502
DC,1973,14060,28177,122451,0,108,164796,0.06553557125172942,99.93446442874827
DE,1973,21047,23408,194427,0,8483,247365,3.429345299456269,96.57065470054373
FL,1973,152578,324892,1431818,51038,54618,2014944,2.7106460526942686,97.28935394730573
GA,1973,271501,358532,719582,0,96078,1445693,6.645809310828786,93.35419068917122
HI,1973,0,0,222784,0,866,223650,0.3872121618600492,99.61278783813995
IA,1973,148656,369016,395831,0,10368,923871,1.1222345976873396,98.87776540231266
ID,1973,10636,59296,117922,0,39456,227310,17.35779332189521,82.64220667810478
IL,1973,884606,1176722,1707354,218614,42962,4030258,1.0659863462835382,98.93401365371646
IN,1973,1097874,541215,862088,0,28755,2529932,1.1365918135349093,98.8634081864651
KS,1973,24625,597207,352878,0,6009,980719,0.6127137334955273,99.38728626650447
KY,1973,573386,250136,417414,0,40955,1281891,3.1948894250759228,96.80511057492407
LA,1973,0,2072164,1192015,0,45748,3309927,1.3821452859836485,98.61785471401635
MA,1973,5151,157258,1309889,55829,52593,1580720,3.327154714307404,96.6728452856926
MD,1973,256761,177629,695256,0,39956,1169602,3.416204828651114,96.58379517134888
